iter	Logloss
300	0.1435165184
301	0.1433878562
302	0.1432458177
303	0.1431373992
304	0.1430099793
305	0.1429223732
306	0.1427622956
307	0.1426688455
308	0.142505741
309	0.1423795109
310	0.1423007493
311	0.1422324683
312	0.1421537068
313	0.1420504674
314	0.1419592219
315	0.1418685189
316	0.1418111383
317	0.1417587094
318	0.141687104
319	0.1415555986
320	0.1414873089
321	0.1413968333
322	0.1412824921
323	0.1411119165
324	0.1409510078
325	0.1408538572
326	0.1407411783
327	0.1406946457
328	0.1406309489
329	0.1405244463
330	0.1403730908
331	0.1402646986
332	0.1402181835
333	0.1400776323
334	0.1399996319
335	0.139837201
336	0.139692783
337	0.1395824486
338	0.1394657891
339	0.1393030258
340	0.1391962957
341	0.1389480434
342	0.1388163105
343	0.1387402172
344	0.1386403022
345	0.138552556
346	0.1384569102
347	0.1382847773
348	0.1381792371
349	0.1380588071
350	0.1380063431
351	0.1379222888
352	0.1377735841
353	0.1376754975
354	0.1375664578
355	0.1374470077
356	0.1373432958
357	0.1372746736
358	0.1371094782
359	0.1369533112
360	0.1367914752
361	0.1367680558
362	0.1367538047
363	0.1366669072
364	0.1365124636
365	0.1364227403
366	0.1362860384
367	0.1361194957
368	0.1359837998
369	0.135790356
370	0.1357349963
371	0.135576231
372	0.1355283687
373	0.1354031184
374	0.1352139875
375	0.1350820709
376	0.1349760582
377	0.1348668086
378	0.1346977289
379	0.1345326123
380	0.1344255236
381	0.1343180062
382	0.1342355791
383	0.1341378161
384	0.1340581535
385	0.1340020327
386	0.1339226238
387	0.1338600642
388	0.1337244296
389	0.1335428048
390	0.133418578
391	0.133254135
392	0.1331087371
393	0.1330187077
394	0.1329511178
395	0.1328467411
396	0.1326670672
397	0.1325604071
398	0.1324061122
399	0.1323071332
400	0.132179967
401	0.1320458545
402	0.1318822251
403	0.1317796768
404	0.1316844333
405	0.1316270178
406	0.1315214163
407	0.1314638345
408	0.1312095808
409	0.1310854503
410	0.1309508567
411	0.1308644491
412	0.130781987
413	0.130672195
414	0.1306095742
415	0.1305004908
416	0.1303718899
417	0.130216064
418	0.130111801
419	0.1299973723
420	0.1299736118
421	0.1298695675
422	0.1297231636
423	0.1295892261
424	0.129457467
425	0.1293616112
426	0.129235451
427	0.1291377405
428	0.1290955996
429	0.1290041092
430	0.1289217871
431	0.1288583352
432	0.1287499605
433	0.1286081757
434	0.1284971852
435	0.1283624604
436	0.128319156
437	0.1282205969
438	0.1281783248
439	0.1280658121
440	0.1280229363
441	0.1278978522
442	0.1278087151
443	0.1277224562
444	0.1276183069
445	0.1275071065
446	0.1274301996
447	0.127326269
448	0.1272763333
449	0.1271880623
450	0.1270313616
451	0.1269174404
452	0.1268719227
453	0.1267531811
454	0.1266593724
455	0.1265670072
456	0.1264181187
457	0.1263591548
458	0.1262111849
459	0.1260947092
460	0.1260080129
461	0.125860043
462	0.1258059956
463	0.125729325
464	0.1256537478
465	0.1255668241
466	0.1254724467
467	0.1254460004
468	0.1253502845
469	0.1252922041
470	0.1251900232
471	0.1251033882
472	0.1249882947
473	0.1248831393
474	0.1247936436
475	0.124690929
476	0.1245866572
477	0.1245488643
478	0.1244354942
479	0.1243486405
480	0.1242789073
481	0.1241615829
482	0.1240531644
483	0.1239056583
484	0.1238586008
485	0.1237904248
486	0.1237190994
487	0.1236219925
488	0.1235420762
489	0.1234845295
490	0.1234120318
491	0.1233148024
492	0.1232552698
493	0.1231812674
494	0.1230982367
495	0.1230171393
496	0.1228921427
497	0.1228425394
498	0.1227916852
499	0.122709818
500	0.1226120025
501	0.1225277033
502	0.1224368253
503	0.1223960666
504	0.1223402521
505	0.1222884792
506	0.1222579562
507	0.1221768413
508	0.1221189097
509	0.122106487
510	0.1220675305
511	0.1219820765
512	0.1219763113
513	0.1219459545
514	0.1218826163
515	0.1218338442
516	0.1218332843
517	0.1217669979
518	0.1216702323
519	0.1216470491
520	0.1215563985
521	0.1214187693
522	0.1213318018
523	0.121326509
524	0.121265008
525	0.1212155622
526	0.1211489259
527	0.1210263089
528	0.1209444679
529	0.1208711566
530	0.1208069174
531	0.1207136335
532	0.1206589738
533	0.1205844989
534	0.1204722924
535	0.1203576801
536	0.1202776063
537	0.1201625828
538	0.1200959027
539	0.1200436662
540	0.119992567
541	0.1199466556
542	0.1198277478
543	0.1197847934
544	0.1197023225
545	0.1196740478
546	0.1196722194
547	0.1196276377
548	0.1195656556
549	0.1194354274
550	0.119390767
551	0.1192319142
552	0.1191701857
553	0.1191679112
554	0.1190972943
555	0.1190576818
556	0.1189857527
557	0.1189452915
558	0.1188548772
559	0.1187702455
560	0.1187034867
561	0.1186241215
562	0.1185872997
563	0.1185209433
564	0.1184520324
565	0.1183924561
566	0.1183237989
567	0.1182378112
568	0.1180962539
569	0.1180668944
570	0.1180516198
571	0.1180391446
572	0.117988684
573	0.1179422652
574	0.11786297
575	0.1177626
576	0.1177005391
577	0.1176015601
578	0.1175008227
579	0.1174505371
580	0.1173430547
581	0.1172817286
582	0.1172026522
583	0.1171222634
584	0.1170334763
585	0.116965379
586	0.1168882972
587	0.1167928263
588	0.1167379478
589	0.116716663
590	0.1166172991
591	0.116496108
592	0.1164486743
593	0.1163499578
594	0.116323179
595	0.1162674082
596	0.1162501477
597	0.1161533908
598	0.1160675343
599	0.1160029976
600	0.1158919109
601	0.1157498812
602	0.1156583733
603	0.1156345077
604	0.1155717557
605	0.1154643345
606	0.1154316856
607	0.1153607714
608	0.1152697709
609	0.1151765308
610	0.1150948823
611	0.1150569669
612	0.1149770156
613	0.1149497907
614	0.1148217321
615	0.1147562156
616	0.114728492
617	0.1147211609
618	0.1146944784
619	0.1146682945
620	0.1146211846
621	0.1146087094
622	0.1145712577
623	0.1144500053
624	0.1143960104
625	0.1143678407
626	0.114310154
627	0.1142001433
628	0.1141728396
629	0.1141361052
630	0.1140736332
631	0.1140103912
632	0.1139680317
633	0.1139608667
634	0.1138918859
635	0.1137779209
636	0.1136928693
637	0.1136534754
638	0.1135925868
639	0.1135324855
640	0.1134916744
641	0.1134457193
642	0.1133873939
643	0.1132964284
644	0.1132285673
645	0.1131253016
646	0.1131013399
647	0.1130389115
648	0.1129386815
649	0.112889542
650	0.1128403411
651	0.1127945959
652	0.1127250989
653	0.1127143559
654	0.1126521988
655	0.1126242215
656	0.112553281
657	0.1124772752
658	0.1123567053
659	0.1123097965
660	0.1122799646
661	0.1122069508
662	0.1121648624
663	0.1120890228
664	0.1119724421
665	0.1119031725
666	0.1118641548
667	0.1117087314
668	0.1117036048
669	0.1116190256
670	0.1115696936
671	0.1115520307
672	0.1115067666
673	0.1114287574
674	0.1113926092
675	0.111295966
676	0.1112176331
677	0.1111737513
678	0.111171748
679	0.1110569082
680	0.1110057128
681	0.1109737987
682	0.1109662401
683	0.1108820809
684	0.1108587927
685	0.1107448715
686	0.1106783664
687	0.1106123075
688	0.1105538947
689	0.1104912826
690	0.1104264573
691	0.1104218994
692	0.1103753581
693	0.1103167265
694	0.110239041
695	0.1101237901
696	0.1100546167
697	0.1100326146
698	0.1099802556
699	0.1098920546
700	0.1098570787
701	0.1098091551
702	0.1097605667
703	0.1097464993
704	0.1096652358
705	0.1096125269
706	0.1095030586
707	0.1094430098
708	0.1093938265
709	0.1093660679
710	0.1092990992
711	0.109277132
712	0.1092640007
713	0.1091914943
714	0.1090798214
715	0.1090029145
716	0.108923077
717	0.1088194701
718	0.1087305342
719	0.1086562693
720	0.1086089494
721	0.1085449814
722	0.1085298379
723	0.1084555556
724	0.1084014469
725	0.1083508814
726	0.1083410045
727	0.1083023017
728	0.1082510625
729	0.1081844175
730	0.1081246487
731	0.1081213855
732	0.1080478993
733	0.1079669244
734	0.1079118009
735	0.1079071293
736	0.1078642623
737	0.1078442986
738	0.1077543916
739	0.1077065555
740	0.1076842997
741	0.1076416514
742	0.1076065442
743	0.1075093412
744	0.1075030948
745	0.107440684
746	0.1073757624
747	0.1073270165
748	0.1072256754
749	0.1072124041
750	0.1071799915
751	0.1071355935
752	0.1071169332
753	0.1070400264
754	0.1069552197
755	0.1069407762
756	0.1068858014
757	0.1068137149
758	0.1066914652
759	0.1066870998
760	0.1066722013
761	0.1066301917
762	0.1066109016
763	0.1065970179
764	0.1065953032
765	0.1065238116
766	0.1064637103
767	0.1063857274
768	0.1063535509
769	0.1063474708
770	0.1062702577
771	0.1062352905
772	0.1061617692
773	0.1061240988
774	0.1061238801
775	0.1060947393
776	0.1060394671
777	0.1060392834
778	0.105951756
779	0.1059509074
780	0.1058710523
781	0.105819367
782	0.1057964288
783	0.1057633862
784	0.1056528768
785	0.1055951289
786	0.1055693649
787	0.1054909708
788	0.1054637022
789	0.1054115619
790	0.1054111158
791	0.1054107396
792	0.1053574883
793	0.1052782981
794	0.105248195
795	0.1051975332
796	0.1051633271
797	0.1051413599
798	0.1051272576
799	0.1050797452
800	0.1050765958
801	0.1050323728
802	0.1049781242
803	0.1049422996
804	0.1048928539
805	0.1048320527
806	0.104754306
807	0.1046850102
808	0.1046033092
809	0.1045527962
810	0.1044873409
811	0.1044270734
812	0.1044267585
813	0.1043891318
814	0.1043887031
815	0.1043263272
816	0.1042638552
817	0.1042286168
818	0.1042280656
819	0.1041685067
820	0.104161788
821	0.1040918798
822	0.104018516
823	0.1040182011
824	0.1040180699
825	0.1039908712
826	0.1039858584
827	0.1039670581
828	0.1039125208
829	0.1038718234
830	0.1038717097
831	0.1038656471
832	0.1038655771
833	0.1038654809
834	0.1038609755
835	0.1037893701
836	0.1037316746
837	0.1036441385
838	0.1036440685
839	0.1036012365
840	0.1035606878
841	0.1035247758
842	0.1035079877
843	0.1034576058
844	0.1033853618
845	0.1033075189
846	0.1032847994
847	0.1032124417
848	0.1031860216
849	0.1031852692
850	0.1031442831
851	0.1031366196
852	0.1030997627
853	0.103099684
854	0.1030164258
855	0.1029965145
856	0.102996462
857	0.1029835407
858	0.1029294845
859	0.102857573
860	0.1027879535
861	0.1027878573
862	0.1027602562
863	0.1027542985
864	0.1026682146
865	0.1026030218
866	0.1025257912
867	0.1024407834
868	0.1024139784
869	0.1023933322
870	0.1023915651
871	0.1023619344
872	0.1023328723
873	0.1022926648
874	0.1022289155
875	0.1022278569
876	0.1021835639
877	0.1021270233
878	0.1020931758
879	0.1020931233
880	0.1020747343
881	0.1020112824
882	0.1019115948
883	0.1018833463
884	0.101847653
885	0.1018476092
886	0.1017550778
887	0.1017182471
888	0.101625462
889	0.1016129781
890	0.1015698749
891	0.1014873166
892	0.1013982232
893	0.1013686975
894	0.1013407202
895	0.1012730079
896	0.1012433334
897	0.1012047881
898	0.1011371282
899	0.1010540713
900	0.1009737
901	0.1009523453
902	0.1009200463
903	0.1008544598
904	0.1007881997
905	0.100770563
906	0.1007545797
907	0.1007300931
908	0.1007102168
909	0.1006878035
910	0.1006003461
911	0.1005379527
912	0.1004705378
913	0.1003936222
914	0.1003449813
915	0.1003234078
916	0.1003232416
917	0.1002670771
918	0.1001828741
919	0.1001703114
920	0.1001306201
921	0.1000710962
922	0.1000710262
923	0.1000168301
924	0.09992898777
925	0.09992816542
926	0.09989922583
927	0.09984118043
928	0.09982723554
929	0.09982004438
930	0.09981999189
931	0.09981996564
932	0.0998199219
933	0.09981987816
934	0.09978643316
935	0.09978219895
936	0.09973466034
937	0.09973431915
938	0.09972901764
939	0.09967532018
940	0.09963527891
941	0.09956851139
942	0.09953214443
943	0.09948212128
944	0.09948205129
945	0.09945837822
946	0.0994378983
947	0.09936754394
948	0.09932745893
949	0.09925483001
950	0.09925477752
951	0.09921390516
952	0.09920618035
953	0.09913775064
954	0.09901772307
955	0.0989771394
956	0.09897709566
957	0.09893589961
958	0.0989067588
959	0.09890670631
960	0.09890663633
961	0.09889311136
962	0.09887096924
963	0.09882496159
964	0.09879124539
965	0.09879120165
966	0.09876673247
967	0.09872319186
968	0.09865732542
969	0.09864843708
970	0.09863744039
971	0.09861875388
972	0.09856509141
973	0.09856505641
974	0.0985418645
975	0.0985418295
976	0.09849781648
977	0.09848156202
978	0.09844853694
979	0.09844851944
980	0.09844848445
981	0.09839293233
982	0.09836889182
983	0.09834504378
984	0.09834501753
985	0.09831458197
986	0.09825756013
987	0.09822483249
988	0.09822478
989	0.09822478875
990	0.09815694518
991	0.09808843673
992	0.09806174547
993	0.09801873851
994	0.09799595777
995	0.09792668821
996	0.0978823515
997	0.09783987818
998	0.09782271389
999	0.09776371492
